Question,Answer,Furigana,Meaning,Example,Translation
"丸見え","まるみえ","まる.み","full view, plain sight","",""
"日差し","ひざし","ひ.ざ","sunlight, rays of the Sun","太陽の日差しに誘われて人々が外出した。","The sunshine tempted people out."
"化粧","けしょう","け.しょう","make-up, makeup","こってり化粧した顔は異様である。","A face with too much make up looks strange."
"興奮気味","こうふんぎみ","こう.ふん.ぎ.み","being somewhat excited (agitated)","",""
"狂う","くるう","くる","to go mad, to lose one's mind","そんな話し方をするとは、彼は狂っていたに違いない。","He must be crazy to talk like that."
"某","ぼう","ぼう","certain, one","その事故は某映画スターの酔っぱらい運転のせいだった。","The accident was due to the drunken driving of a certain film star."
"禁止","きんし","きん.し","prohibition, inhibition","喫煙は絶対禁止。","Smoking is strictly prohibited."
"外出","がいしゅつ","がい.しゅつ","going out, outing","ヒーターをつけたまま外出した。","I went out with the heater on."
"漏らす","もらす","も","to let leak, to let out (e.g. light)","彼女は秘密をもらした。","She let the secret out."
"無駄","むだ","む.だ","futility, waste","今更後悔しても無駄だ。","It's no use regretting it now."
"不埒","ふらち","ふ.らち","lawless, outrageous","",""
"大方","おおかた","おお.かた","large part, greater part","実のところ、いかなるスピードで移動するにせよ、北極熊は他のおおかたの哺乳動物の２倍のエネルギーを消費する。","In fact, to move at any speed the polar bear uses twice as much energy as do most other mammals."
"押さえる","おさえる","お","to pin down, to hold down","このはしごをしっかり押さえてくれ。","Hold this ladder steady."
"大体","だいたい","だい.たい","generally, on the whole","仕事はだいたい終わった。","The work is mostly done."
"生憎","あいにく","あい.にく","unfortunately, sorry, but ...","あいにくですが本日は予約でいっぱいです。","I'm sorry, today is fully booked."
"詰まる","つまる","つ","to be packed (with), to be filled","世の中をなじる者は世の中からなじられる。","He who rebukes the world is rebuked by the world."
"乙女","おとめ","おと.め","(young) girl, maiden","あのかわいい少女は私の妹です。","That pretty girl is my sister."
"酸っぱい","すっぱい","す","sour, acid","すっぱい木においしい林檎はならない。","No good apple on a sour stock."
"番号","ばんごう","ばん.ごう","number, series of digits","ええ、じゃあ私の電話番号教えるね。","OK. Let me give you my number."
"鑑定","かんてい","かん.てい","judgement, judgment","彼は宝石の鑑定には目がきく。","He has a sharp eye for jewels."
"筆跡","ひっせき","ひっ.せき","handwriting, calligraphy specimen","私はその筆跡を判読できなかった。","I couldn't make out the writing."
"前部","ぜんぶ","ぜん.ぶ","front part, fore","トムはバスの前部のほうに座っていた。","Tom was sitting in the front of the bus."
"嫌という程","いやというほど","いや..ほど","(more than) enough, too much","いやというほど見てきたから分かる。","I've seen it a million times."
"法律","ほうりつ","ほう.りつ","law","この法律はすべての人に適用される。","This law applies to everybody."
"目の前","めのまえ","め..まえ","before one's eyes, in front of one","この間ミュージカルに見に行ったんだけど、前から３列目でさ、もう憧れの人が目の前で、もう最高だったね。一段と彼を好きになった。","I was at a musical recently, in the third row. Seeing the actor I love up close like that made me feel more smitten with him than ever."
"天気","てんき","てん.き","weather, fair weather","彼は天気のよい日を利用して壁を塗った。","He took advantage of the fine weather to paint the wall."
"裏腹","うらはら","うら.はら","opposite, reverse","「見た目は悪くないがちょっと軽薄そう」な外見とは裏腹に、彼女はいないし、女性に手が早いワケでもない。","In contrast to his 'not bad looks but seems a bit of a dandy' appearance, he didn't have a girlfriend and he wasn't particularly fast with the ladies."
"泣く","なく","な","to cry, to shed tears","ビルは何時間も泣き続けた。","Bill kept on crying for hours."
"常人","じょうじん","じょう.じん","ordinary person, run-of-the-mill people","要するにタイマン勝負なんだけど、その試合内容は常人では考えられないほどの高レベル。","Essentially it's a one-to-one match, but the content of that match is a level so high as to be unthinkable to an ordinary person."
"観葉植物","かんようしょくぶつ","かん.よう.しょく.ぶつ","ornamental (foliage) plant, houseplant","",""
"お気に入り","おきにいり",".き..い","favorite, favourite","私のお気に入りの味はチョコレートです。","My favorite flavor is chocolate."
"憎しみ","にくしみ","にく","hatred","恐いもの知らずのその男は憎しみと軽蔑の目でやくざをちらりと見た。","The bold man glanced at the gangster with hatred and contempt."
"犯罪","はんざい","はん.ざい","crime, offence","戦争は人類に対する犯罪だ。","War is a crime against humanity."
"打ち上げ","うちあげ","う..あ","launch (of a rocket, satellite, etc.), lift-off","",""
"裏取引","うらとりひき","うら.とり.ひき","backroom deal","",""
"絶える","たえる","た","to die out, to peter out","いまはもうこの種のちょうは絶えてしまっている。","Butterflies of this species are now extinct."
"噂","うわさ","うわさ","rumour, rumor","うわさは四方八方に広がった。","The rumor spread far and wide."
